UniProtKB:Q92819	Hyaluronan synthase 2		GO:0070295		UniProt	NCBITaxon:9606	ISS	UniProtKB:O35776	PANTHER:PTHR22913	protein	UniProtKB:Q92819	GO_REF:0000024	20120215
UniProtKB:Q92819	Hyaluronan synthase 2		GO:0070295		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O35776|ensembl:ENSRNOP00000006517	PANTHER:PTHR22913	protein	UniProtKB:Q92819	GO_REF:0000107	20250313
UniProtKB:P13866	Sodium/glucose cotransporter 1		GO:0005372		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11819	protein	UniProtKB:P13866	PMID:14695256	20220225
UniProtKB:P13866	Sodium/glucose cotransporter 1		GO:0005372		ARUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11819	protein	UniProtKB:P13866	PMID:26945065	20200323
UniProtKB:P13866	Sodium/glucose cotransporter 1		GO:0005372		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR11819	protein	UniProtKB:P13866	PMID:34880492	20220225
UniProtKB:P13866	Sodium/glucose cotransporter 1		GO:0035377		ARUK-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR11819	protein	UniProtKB:P13866	PMID:26945065	20200323
UniProtKB:Q12891	Hyaluronidase-2		GO:0070295		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q9Z2Q3	PANTHER:PTHR11769	protein	UniProtKB:Q12891	GO_REF:0000024	20120215
UniProtKB:P56856	Claudin-18		GO:0042045		UniProt	NCBITaxon:9606	ISS	UniProtKB:P56857	PANTHER:PTHR12002	protein	UniProtKB:P56856	GO_REF:0000024	20221212
UniProtKB:P56856	Claudin-18		GO:0042045		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P56857|ensembl:ENSMUSP00000035048	PANTHER:PTHR12002	protein	UniProtKB:P56856	GO_REF:0000107	20250313
UniProtKB:Q92482	Aquaporin-3		GO:0070295		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8R2N1|ensembl:ENSMUSP00000055110	PANTHER:PTHR43829	protein	UniProtKB:Q92482	GO_REF:0000107	20250313
UniProtKB:Q92482	Aquaporin-3		GO:0015250		UniProt	NCBITaxon:9606	IEA	ARBA:ARBA00034972	PANTHER:PTHR43829	protein	UniProtKB:Q92482	GO_REF:0000117	20250428
UniProtKB:Q92482	Aquaporin-3		GO:0015250		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:10510269	20240809
UniProtKB:Q92482	Aquaporin-3		GO:0015250		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:16596446	20240809
UniProtKB:Q92482	Aquaporin-3		GO:0015250		BHF-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:17943189	20080625
UniProtKB:Q92482	Aquaporin-3		GO:0015250		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:30420639	20190301
UniProtKB:Q92482	Aquaporin-3		GO:0015250		Reactome	NCBITaxon:9606	EXP		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:9369468	20240809
UniProtKB:Q92482	Aquaporin-3		GO:0006833		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8R2N1|ensembl:ENSMUSP00000055110	PANTHER:PTHR43829	protein	UniProtKB:Q92482	GO_REF:0000107	20250313
UniProtKB:Q92482	Aquaporin-3		GO:0006833		BHF-UCL	NCBITaxon:9606	TAS		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:17943189	20080625
UniProtKB:Q92482	Aquaporin-3		GO:0006833		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR43829	protein	UniProtKB:Q92482	PMID:30420639	20190301
UniProtKB:Q92482	Aquaporin-3		GO:0015250		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000440995|WB:WBGene00000175|RGD:68428|UniProtKB:Q585Q8|UniProtKB:O14520|UniProtKB:Q92482|WB:WBGene00000171|WB:WBGene00000170|RGD:2145|RGD:68433|UniProtKB:O43315|UniProtKB:Q96PS8	PANTHER:PTHR43829	protein		GO_REF:0000033	20230112
UniProtKB:Q92482	Aquaporin-3		GO:0006833		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000440995|RGD:68428|RGD:2145|MGI:MGI:1314647|UniProtKB:Q96PS8|UniProtKB:O43315|UniProtKB:Q92482|WB:WBGene00000171|MGI:MGI:1333777|UniProtKB:O14520|WB:WBGene00000175|UniProtKB:Q8II36|RGD:68433|WB:WBGene00000170	PANTHER:PTHR43829	protein		GO_REF:0000033	20241121
UniProtKB:P29972	Aquaporin-1		GO:0006833		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	PANTHER:PTHR19139	protein	UniProtKB:P29972	GO_REF:0000107	20250313
UniProtKB:P29972	Aquaporin-1		GO:0070295		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	PANTHER:PTHR19139	protein	UniProtKB:P29972	GO_REF:0000107	20250313
UniProtKB:P29972	Aquaporin-1		GO:0005372		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q02013|ensembl:ENSMUSP00000004774	PANTHER:PTHR19139	protein	UniProtKB:P29972	GO_REF:0000107	20250313
UniProtKB:P29972	Aquaporin-1		GO:0005372		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19139	protein	UniProtKB:P29972	PMID:11914159	20100315
UniProtKB:P29972	Aquaporin-1		GO:0005372		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19139	protein	UniProtKB:P29972	PMID:12172703	20100315
UniProtKB:P29972	Aquaporin-1		GO:0005372		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19139	protein	UniProtKB:P29972	PMID:12766090	20100315
