UniProtKB:P14770	Platelet glycoprotein IX		GO:0007596		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0094	PANTHER:PTHR22650	protein	UniProtKB:P14770	GO_REF:0000043	20250428
UniProtKB:P14770	Platelet glycoprotein IX		GO:0007596		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O88186|ensembl:ENSMUSP00000032133	PANTHER:PTHR22650	protein	UniProtKB:P14770	GO_REF:0000107	20250313
UniProtKB:P14770	Platelet glycoprotein IX		GO:0007596		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR22650	protein	UniProtKB:P14770	PMID:9432024	20030904
UniProtKB:P14770	Platelet glycoprotein IX		GO:0007597		ComplexPortal	NCBITaxon:9606	IPI		PANTHER:PTHR22650	protein	UniProtKB:P14770	PMID:10501658	20240823
UniProtKB:P14770	Platelet glycoprotein IX		GO:0007597		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR22650	protein	UniProtKB:P14770	PMID:16293600	20250325
UniProtKB:P53582	Methionine aminopeptidase 1		GO:0070527		UniProt	NCBITaxon:9606	HMP		PANTHER:PTHR43330	protein	UniProtKB:P53582	PMID:23382103	20140721
UniProtKB:Q86UX7	Fermitin family homolog 3		GO:0070527		UniProt	NCBITaxon:9606	ISS	UniProtKB:Q8K1B8	PANTHER:PTHR16160	protein	UniProtKB:Q86UX7	GO_REF:0000024	20091113
UniProtKB:Q86UX7	Fermitin family homolog 3		GO:0070527		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8K1B8|ensembl:ENSMUSP00000037858	PANTHER:PTHR16160	protein	UniProtKB:Q86UX7	GO_REF:0000107	20250313
UniProtKB:Q86UX7	Fermitin family homolog 3		GO:0070527		UniProt	NCBITaxon:9606	HMP		PANTHER:PTHR16160	protein	UniProtKB:Q86UX7	PMID:23382103	20140721
UniProtKB:Q86UX7	Fermitin family homolog 3		GO:0070527		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002700586|MGI:MGI:2147790	PANTHER:PTHR16160	protein		GO_REF:0000033	20200319
UniProtKB:P16885	1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2		GO:0030168		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR10336	protein	UniProtKB:P16885	Reactome:R-HSA-76002	20241117
UniProtKB:P23142	Fibulin-1		GO:0072378		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR24050	protein	UniProtKB:P23142	PMID:7642629	20150501
UniProtKB:P78329	Cytochrome P450 4F2		GO:0007596		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein	UniProtKB:P78329	PMID:19297519	20140828
UniProtKB:P78329	Cytochrome P450 4F2		GO:0007596		UniProt	NCBITaxon:9606	TAS		PANTHER:PTHR24291	protein	UniProtKB:P78329	PMID:24138531	20140828
UniProtKB:P43405	Tyrosine-protein kinase SYK		GO:0030168		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR24418	protein	UniProtKB:P43405	Reactome:R-HSA-76002	20241117
UniProtKB:P63261	Actin, cytoplasmic 2		GO:0070527		UniProt	NCBITaxon:9606	HMP		PANTHER:PTHR11937	protein	UniProtKB:P63261	PMID:23382103	20140721
UniProtKB:Q15465	Sonic hedgehog protein		GO:0007596		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q62226|ensembl:ENSMUSP00000002708	PANTHER:PTHR11889	protein	UniProtKB:Q15465	GO_REF:0000107	20250313
UniProtKB:O00203	AP-3 complex subunit beta-1		GO:0007596		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9Z1T1|ensembl:ENSMUSP00000022196	PANTHER:PTHR11134	protein	UniProtKB:O00203	GO_REF:0000107	20250313
UniProtKB:P63092	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short		GO:0070527		UniProt	NCBITaxon:9606	IDA			protein	UniProtKB:P63092	PMID:12719376	20131106
UniProtKB:Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B		GO:0030168		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BGG7|ensembl:ENSMUSP00000043865	PANTHER:PTHR16469	protein	UniProtKB:Q8TF42	GO_REF:0000107	20250313
UniProtKB:Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B		GO:0070527		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BGG7|ensembl:ENSMUSP00000043865	PANTHER:PTHR16469	protein	UniProtKB:Q8TF42	GO_REF:0000107	20250313
UniProtKB:Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B		GO:0070527		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000420280|MGI:MGI:1920078	PANTHER:PTHR16469	protein		GO_REF:0000033	20170828
UniProtKB:P16671	Platelet glycoprotein 4		GO:0007596		PINC	NCBITaxon:9606	TAS		PANTHER:PTHR11923	protein	UniProtKB:P16671	PMID:2468670	20030904
UniProtKB:Q15652	Probable JmjC domain-containing histone demethylation protein 2C		GO:0007596		Reactome	NCBITaxon:9606	TAS		PANTHER:PTHR12549	protein	UniProtKB:Q15652	Reactome:R-HSA-109582	20241117
UniProtKB:P30101	Protein disulfide-isomerase A3		GO:0070527		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P27773|ensembl:ENSMUSP00000028683	PANTHER:PTHR18929	protein	UniProtKB:P30101	GO_REF:0000107	20250313
UniProtKB:P40197	Platelet glycoprotein V		GO:0007596		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0094	PANTHER:PTHR45617	protein	UniProtKB:P40197	GO_REF:0000043	20250428
UniProtKB:P40197	Platelet glycoprotein V		GO:0007597		ComplexPortal	NCBITaxon:9606	IPI		PANTHER:PTHR45617	protein	UniProtKB:P40197	PMID:10501658	20240823
UniProtKB:P40197	Platelet glycoprotein V		GO:0007597		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR45617	protein	UniProtKB:P40197	PMID:16293600	20250325
UniProtKB:P40197	Platelet glycoprotein V		GO:0007596		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN000690258|UniProtKB:P40197|MGI:MGI:1096363	PANTHER:PTHR45617	protein		GO_REF:0000033	20220925
UniProtKB:Q12866	Tyrosine-protein kinase Mer		GO:0030168		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q60805|ensembl:ENSMUSP00000014505	PANTHER:PTHR24416	protein	UniProtKB:Q12866	GO_REF:0000107	20250313
UniProtKB:P02675	Fibrinogen beta chain		GO:0007596		InterPro	NCBITaxon:9606	IEA	InterPro:IPR037579	PANTHER:PTHR19143	protein	UniProtKB:P02675	GO_REF:0000002	20250429
UniProtKB:P02675	Fibrinogen beta chain		GO:0007596		UniProt	NCBITaxon:9606	IEA	UniProtKB-KW:KW-0094	PANTHER:PTHR19143	protein	UniProtKB:P02675	GO_REF:0000043	20250428
UniProtKB:P02675	Fibrinogen beta chain		GO:0030168		InterPro	NCBITaxon:9606	IEA	InterPro:IPR012290	PANTHER:PTHR19143	protein	UniProtKB:P02675	GO_REF:0000002	20250429
UniProtKB:P02675	Fibrinogen beta chain		GO:0070527		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR19143	protein	UniProtKB:P02675	PMID:6281794	20140410
UniProtKB:P02675	Fibrinogen beta chain		GO:0072378		UniProt	NCBITaxon:9606	IDA		PANTHER:PTHR19143	protein	UniProtKB:P02675	PMID:16846481	20150430
UniProtKB:P02675	Fibrinogen beta chain		GO:0072378		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002709771|UniProtKB:P02675|ZFIN:ZDB-GENE-030131-9261	PANTHER:PTHR19143	protein		GO_REF:0000033	20200206
UniProtKB:P02675	Fibrinogen beta chain		GO:0070527		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002709771|UniProtKB:P02675	PANTHER:PTHR19143	protein		GO_REF:0000033	20200206
UniProtKB:P12814	Alpha-actinin-1	not	GO:0030168		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11915	protein	UniProtKB:P12814	PMID:24069336	20150430
UniProtKB:P12814	Alpha-actinin-1	not	GO:0070527		UniProt	NCBITaxon:9606	IMP		PANTHER:PTHR11915	protein	UniProtKB:P12814	PMID:23434115	20150430
UniProtKB:Q9BZD7	Transmembrane gamma-carboxyglutamic acid protein 3		GO:0007596		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002385473|ZFIN:ZDB-GENE-010814-1|UniProtKB:P08709|MGI:MGI:88384|MGI:MGI:1860488|UniProtKB:P00740|MGI:MGI:109325	PANTHER:PTHR24278	protein		GO_REF:0000033	20240606
UniProtKB:Q9BZD6	Transmembrane gamma-carboxyglutamic acid protein 4		GO:0007596		GO_Central	NCBITaxon:9606	IBA	PANTHER:PTN002385473|ZFIN:ZDB-GENE-010814-1|UniProtKB:P08709|MGI:MGI:88384|MGI:MGI:1860488|UniProtKB:P00740|MGI:MGI:109325	PANTHER:PTHR24278	protein		GO_REF:0000033	20240606
UniProtKB:Q08830	Fibrinogen-like protein 1		GO:0007596		InterPro	NCBITaxon:9606	IEA	InterPro:IPR037579	PANTHER:PTHR19143	protein	UniProtKB:Q08830	GO_REF:0000002	20250429
UniProtKB:Q9BY76	Angiopoietin-related protein 4		GO:0007596		InterPro	NCBITaxon:9606	IEA	InterPro:IPR037579	PANTHER:PTHR19143	protein	UniProtKB:Q9BY76	GO_REF:0000002	20250429
UniProtKB:P02461	Collagen alpha-1(III) chain		GO:0030168		UniProt	NCBITaxon:9606	NAS		PANTHER:PTHR24023	protein	UniProtKB:P02461	PMID:9573018	20080201
UniProtKB:P18206	Vinculin		GO:0070527		UniProt	NCBITaxon:9606	HMP		PANTHER:PTHR46180	protein	UniProtKB:P18206	PMID:23382103	20140721
