UniProtKB:Q05655	Protein kinase C delta type		GO:0090331		UniProt	NCBITaxon:9606	ISS	UniProtKB:P28867	PANTHER:PTHR24356	protein	UniProtKB:Q05655	GO_REF:0000024	20111209
UniProtKB:Q05655	Protein kinase C delta type		GO:0090331		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P28867|ensembl:ENSMUSP00000107829	PANTHER:PTHR24356	protein	UniProtKB:Q05655	GO_REF:0000107	20250313
UniProtKB:P04004	Vitronectin		GO:0030195		BHF-UCL	NCBITaxon:9606	IDA		PANTHER:PTHR22917	protein	UniProtKB:P04004	PMID:1695900	20250215
UniProtKB:P04004	Vitronectin		GO:0051918		ComplexPortal	NCBITaxon:9606	NAS		PANTHER:PTHR22917	protein	UniProtKB:P04004	PMID:1695900	20250310
UniProtKB:Q8TF42	Ubiquitin-associated and SH3 domain-containing protein B		GO:0090331		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BGG7|ensembl:ENSMUSP00000043865	PANTHER:PTHR16469	protein	UniProtKB:Q8TF42	GO_REF:0000107	20250313
UniProtKB:P16671	Platelet glycoprotein 4		GO:0030194		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q08857|ensembl:ENSMUSP00000133008	PANTHER:PTHR11923	protein	UniProtKB:P16671	GO_REF:0000107	20250313
ComplexPortal:CPX-494	tPA-PAI-1 complex		GO:0051918		ComplexPortal	NCBITaxon:9606	NAS			protein_complex		PMID:8508955	20241021
ComplexPortal:CPX-487	uPA-uPAR complex		GO:0051917		ComplexPortal	NCBITaxon:9606	NAS			protein_complex		PMID:3920216	20250127
ComplexPortal:CPX-483	uPA-PAI-1 complex		GO:0051918		ComplexPortal	NCBITaxon:9606	NAS			protein_complex		PMID:8508955	20250127
ComplexPortal:CPX-475	Vitronectin-PAI-1 complex		GO:0051918		ComplexPortal	NCBITaxon:9606	NAS			protein_complex		PMID:1695900	20250310
