UniProtKB:Q92618	Zinc finger protein 516		GO:0120162		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q7TSH3|ensembl:ENSMUSP00000126629	PANTHER:PTHR45925	protein	UniProtKB:Q92618	GO_REF:0000107	20250313
UniProtKB:Q92618	Zinc finger protein 516		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q7TSH3	PANTHER:PTHR45925	protein	UniProtKB:Q92618	PMID:25578880	20180612
UniProtKB:P78536	Disintegrin and metalloproteinase domain-containing protein 17		GO:0120163		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9Z0F8|ensembl:ENSMUSP00000067953	PANTHER:PTHR45702	protein	UniProtKB:P78536	GO_REF:0000107	20250313
UniProtKB:P78536	Disintegrin and metalloproteinase domain-containing protein 17		GO:0120163		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q9Z0F8	PANTHER:PTHR45702	protein	UniProtKB:P78536	PMID:18687778	20180612
UniProtKB:Q86V24	Adiponectin receptor protein 2		GO:0120162		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BQS5|ensembl:ENSMUSP00000032272	PANTHER:PTHR20855	protein	UniProtKB:Q86V24	GO_REF:0000107	20250313
UniProtKB:Q86V24	Adiponectin receptor protein 2		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q8BQS5	PANTHER:PTHR20855	protein	UniProtKB:Q86V24	PMID:24531262	20180612
UniProtKB:P41134	DNA-binding protein inhibitor ID-1		GO:0120163		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P20067|ensembl:ENSMUSP00000092019	PANTHER:PTHR11723	protein	UniProtKB:P41134	GO_REF:0000107	20250313
UniProtKB:P41134	DNA-binding protein inhibitor ID-1		GO:0120163		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:P20067	PANTHER:PTHR11723	protein	UniProtKB:P41134	PMID:28270523	20180612
UniProtKB:Q99788	Chemerin-like receptor 1		GO:0120162		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P97468|ensembl:ENSMUSP00000036316	PANTHER:PTHR24225	protein	UniProtKB:Q99788	GO_REF:0000107	20250313
UniProtKB:Q99788	Chemerin-like receptor 1		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:P97468	PANTHER:PTHR24225	protein	UniProtKB:Q99788	PMID:26972253	20180612
UniProtKB:O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit		GO:0120162		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8CGY8|ensembl:ENSMUSP00000045409	PANTHER:PTHR44366	protein	UniProtKB:O15294	GO_REF:0000107	20250313
UniProtKB:O15294	UDP-N-acetylglucosamine--peptide N-acetylglucosaminyltransferase 110 kDa subunit		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q8CGY8	PANTHER:PTHR44366	protein	UniProtKB:O15294	PMID:28637651	20180612
UniProtKB:Q8N6T7	NAD-dependent protein deacylase sirtuin-6		GO:0120162		UniProt	NCBITaxon:9606	ISS	UniProtKB:P59941	PANTHER:PTHR11085	protein	UniProtKB:Q8N6T7	GO_REF:0000024	20220301
UniProtKB:Q8N6T7	NAD-dependent protein deacylase sirtuin-6		GO:0120162		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P59941|ensembl:ENSMUSP00000048971	PANTHER:PTHR11085	protein	UniProtKB:Q8N6T7	GO_REF:0000107	20250313
UniProtKB:Q8N6T7	NAD-dependent protein deacylase sirtuin-6		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:P59941	PANTHER:PTHR11085	protein	UniProtKB:Q8N6T7	PMID:28723567	20180612
UniProtKB:O00206	Toll-like receptor 4		GO:0120163		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9QUK6|ensembl:ENSMUSP00000045770	PANTHER:PTHR24365	protein	UniProtKB:O00206	GO_REF:0000107	20250313
UniProtKB:O00206	Toll-like receptor 4		GO:0120163		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q9QUK6	PANTHER:PTHR24365	protein	UniProtKB:O00206	PMID:26370079	20180612
UniProtKB:P63092	Guanine nucleotide-binding protein G(s) subunit alpha isoforms short		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q6R0H7		protein	UniProtKB:P63092	PMID:20374964	20180612
UniProtKB:Q92813	Type II iodothyronine deiodinase		GO:0120162		YuBioLab	NCBITaxon:9606	ISS	UniProtKB:Q9Z1Y9	PANTHER:PTHR11781	protein	UniProtKB:Q92813	PMID:11696583	20180612
