UniProtKB:Q8N0X2	Sperm-associated antigen 16 protein		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8K450|ensembl:ENSMUSP00000069821	PANTHER:PTHR14604	protein	UniProtKB:Q8N0X2	GO_REF:0000107	20250313
UniProtKB:Q8N136	Dynein assembly factor with WD repeat domains 1		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:D3Z7A5|ensembl:ENSMUSP00000067583	PANTHER:PTHR44156	protein	UniProtKB:Q8N136	GO_REF:0000107	20250313
UniProtKB:O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:P70441|ensembl:ENSMUSP00000021077	PANTHER:PTHR14191	protein	UniProtKB:O14745	GO_REF:0000107	20250313
UniProtKB:O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		GO:0090660		ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:P70441	PANTHER:PTHR14191	protein	UniProtKB:O14745	PMID:25775275	20200116
UniProtKB:O14745	Na(+)/H(+) exchange regulatory cofactor NHE-RF1		GO:0090660		ARUK-UCL	NCBITaxon:9606	ISS	UniProtKB:P70441	PANTHER:PTHR14191	protein	UniProtKB:O14745	PMID:28392297	20200116
UniProtKB:Q4G0U5	Cilia- and flagella-associated protein 221		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:A9Q751|ensembl:ENSMUSP00000134576	PANTHER:PTHR46500	protein	UniProtKB:Q4G0U5	GO_REF:0000107	20250313
UniProtKB:Q9NYC9	Dynein axonemal heavy chain 9		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:B1AR51|ensembl:ENSMUSP00000079494	PANTHER:PTHR10676	protein	UniProtKB:Q9NYC9	GO_REF:0000107	20250313
UniProtKB:Q6NUN7	Jhy protein homolog		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:E9Q793|ensembl:ENSMUSP00000034521	PANTHER:PTHR14726	protein	UniProtKB:Q6NUN7	GO_REF:0000107	20250313
UniProtKB:Q96NG3	Outer dynein arm-docking complex subunit 4		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9D4B2|ensembl:ENSMUSP00000090355	PANTHER:PTHR23040	protein	UniProtKB:Q96NG3	GO_REF:0000107	20250313
UniProtKB:Q96N23	Cilia- and flagella-associated protein 54		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8C6S9|ensembl:ENSMUSP00000148636	PANTHER:PTHR33487	protein	UniProtKB:Q96N23	GO_REF:0000107	20250313
UniProtKB:Q9H720	PGAP2-interacting protein		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q91YL7|ensembl:ENSMUSP00000031040	PANTHER:PTHR14859	protein	UniProtKB:Q9H720	GO_REF:0000107	20250313
UniProtKB:Q8NDM7	Cilia- and flagella-associated protein 43		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:E9Q7R9|ensembl:ENSMUSP00000125007	PANTHER:PTHR14885	protein	UniProtKB:Q8NDM7	GO_REF:0000107	20250313
UniProtKB:Q9UFE4	Coiled-coil domain-containing protein 39		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9D5Y1|ensembl:ENSMUSP00000029222	PANTHER:PTHR18962	protein	UniProtKB:Q9UFE4	GO_REF:0000107	20250313
UniProtKB:Q9UL16	Cilia- and flagella-associated protein 45		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q9D9U9|ensembl:ENSMUSP00000083057	PANTHER:PTHR15504	protein	UniProtKB:Q9UL16	GO_REF:0000107	20250313
UniProtKB:Q8N9W5	Dynein axonemal assembly factor 3		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q3UYV8|ensembl:ENSMUSP00000092498	PANTHER:PTHR22118	protein	UniProtKB:Q8N9W5	GO_REF:0000107	20250313
UniProtKB:O60303	Katanin-interacting protein		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8C753|ensembl:ENSMUSP00000065744	PANTHER:PTHR21534	protein	UniProtKB:O60303	GO_REF:0000107	20250313
UniProtKB:P55087	Aquaporin-4		GO:0090660		UniProt	NCBITaxon:9606	ISS	UniProtKB:P55088	PANTHER:PTHR19139	protein	UniProtKB:P55087	GO_REF:0000024	20190314
UniProtKB:A6NCL1	Geminin coiled-coil domain-containing protein 1		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q3URY2|ensembl:ENSMUSP00000156070	PANTHER:PTHR13372	protein	UniProtKB:A6NCL1	GO_REF:0000107	20250313
UniProtKB:A5D8V7	Outer dynein arm-docking complex subunit 3		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:Q8BSN3|ensembl:ENSMUSP00000110993	PANTHER:PTHR46518	protein	UniProtKB:A5D8V7	GO_REF:0000107	20250313
UniProtKB:Q86X45	Dynein axonemal assembly factor 11		GO:0090660		UniProt	NCBITaxon:9606	ISS	UniProtKB:O88978	PANTHER:PTHR18849	protein	UniProtKB:Q86X45	GO_REF:0000024	20210202
UniProtKB:Q86X45	Dynein axonemal assembly factor 11		GO:0090660		Ensembl	NCBITaxon:9606	IEA	UniProtKB:O88978|ensembl:ENSMUSP00000023006	PANTHER:PTHR18849	protein	UniProtKB:Q86X45	GO_REF:0000107	20250313
